"","festival_dates","year","day_of_performance","artist","stage","headliner","genre","spotify_id","spotify_popularity"
"827","July 29, 2021 – August 1, 2021",2021,"Sunday","SIR CHLOE","T-Mobile",NA,NA,"6rniTPs9zN26kYnkPdFl1U",61
"828","July 29, 2021 – August 1, 2021",2021,"Sunday","BIG WILD","Grubhub",NA,NA,"0PxzGnCYBpSuaI49OR94cA",60
"829","July 29, 2021 – August 1, 2021",2021,"Sunday","JXDN","Bud Light Seltzer",NA,"pop punk","6Y64EaNqpqcZYTgs4c76gF",60
"830","July 29, 2021 – August 1, 2021",2021,"Sunday","PRINCESS NOKIA","T-Mobile",NA,NA,"6lay1nwbE6hTx1jivysUAL",59
"831","July 29, 2021 – August 1, 2021",2021,"Sunday","SULLIVAN KING","Solana x Perry's",NA,"deathstep, dubstep, riddim, edm, bass music","1CXuuw8HJhyN80HlNzvL1e",56
"832","July 29, 2021 – August 1, 2021",2021,"Sunday","WILLIAM BLACK","Solana x Perry's",NA,"melodic bass, future bass, edm","7d5SfGXKpgS3JK8BFIq59h",55
"833","July 29, 2021 – August 1, 2021",2021,"Sunday","NOGA EREZ","Grubhub",NA,NA,"5VwCIS8jdx9ZHjApLFNrTZ",54
"834","July 29, 2021 – August 1, 2021",2021,"Sunday","PEACH TREE RASCALS","Bud Light Seltzer",NA,NA,"0imE3buPhAowREqCrr4CYe",54
"835","July 29, 2021 – August 1, 2021",2021,"Sunday","PEEKABOO","Solana x Perry's",NA,"dubstep, bass music, riddim","4Ok1Cm5YX5StCQZgH0r2xF",54
"836","July 29, 2021 – August 1, 2021",2021,"Sunday","ALISON WONDERLAND","Solana x Perry's",NA,"edm trap, future bass, edm","11gWrKZMBsGQWmobv3oNfW",53
"837","July 29, 2021 – August 1, 2021",2021,"Sunday","DR. FRESCH","Solana x Perry's",NA,"g-house, bass house","1htHgbGwgCWJBfGiQwcRqC",53
"838","July 29, 2021 – August 1, 2021",2021,"Sunday","BRITTANY HOWARD","Tito's Homemade Vodka",NA,NA,"4XquDVA8pkg5Lx91No1JxB",50
"839","July 29, 2021 – August 1, 2021",2021,"Sunday","NEAL FRANCIS","BMI",NA,NA,"2e5y5Gs5lgnDmiY4TKLsq3",47
"840","July 29, 2021 – August 1, 2021",2021,"Sunday","RIZ LA VIE","BMI",NA,"stutter house","0QkgnHpxSCOYdTnhUR9S5k",46
"841","July 29, 2021 – August 1, 2021",2021,"Sunday","ANT SAUNDERS","BMI",NA,NA,"4jpsw9CQS439N0B7SecMgf",45
"842","July 29, 2021 – August 1, 2021",2021,"Sunday","SHY CARTER","BMI",NA,NA,"7JZafQsN8syJ9agEtcyP4V",45
"843","July 29, 2021 – August 1, 2021",2021,"Sunday","BROOKE ALEXX","Tito's Homemade Vodka",NA,NA,"76OGIUhWyFyKOvhRuueDa7",44
"844","July 29, 2021 – August 1, 2021",2021,"Sunday","RMR","Tito's Homemade Vodka",NA,NA,"0j1Pwmd6nuk0BXD1RqoHDw",44
"845","July 29, 2021 – August 1, 2021",2021,"Sunday","SOFÍA VALDÉS","Tito's Homemade Vodka",NA,"latin indie","0caswMNVJ7vPNC1Z7NOeCT",41
"846","July 29, 2021 – August 1, 2021",2021,"Sunday","SARAH BARRIOS","BMI",NA,NA,"0HJsX1aTdgG1VDIRDiseSJ",39
"847","July 29, 2021 – August 1, 2021",2021,"Sunday","MOORE KISMET","Solana x Perry's",NA,"dubstep, future bass, bass music, melodic bass","50uPj85gZxHFuFOlNBnnr5",36
"848","July 29, 2021 – August 1, 2021",2021,"Sunday","RADKEY","Grubhub",NA,"skate punk","1egsOeSvcQyacni1rL6c4C",32
"849","July 29, 2021 – August 1, 2021",2021,"Sunday","THE AQUADOLLS","Grubhub",NA,NA,"75dqW38mCNfvNv9G3nqIE5",26
"850","July 29, 2021 – August 1, 2021",2021,"Sunday","NEZ","Tito's Homemade Vodka",NA,"latin r&b","0cRKBhWUTEtR1vmA06kVKz",25
"851","July 29, 2021 – August 1, 2021",2021,"Sunday","OTTTO","BMI",NA,NA,"4CZKVwqjjQpc8677Btlyjt",14
"852","August 1, 2019 – August 4, 2019",2019,"Thursday","LIL BABY","American Eagle",NA,NA,"5f7VJjfbwm532GiveGC0ZK",88
"853","August 1, 2019 – August 4, 2019",2019,"Thursday","HOZIER","T-Mobile",NA,NA,"2FXC3k01G6Gw61bmprjgqS",86
"854","August 1, 2019 – August 4, 2019",2019,"Thursday","THE CHAINSMOKERS","Bud Light",1,NA,"69GGBxA162lTqCwzJG5jLp",83
"855","August 1, 2019 – August 4, 2019",2019,"Thursday","FISHER","Perry's",NA,"tech house, house, techno","1VJ0briNOlXRtJUAzoUJdt",78
"856","August 1, 2019 – August 4, 2019",2019,"Thursday","THE STROKES","T-Mobile",1,"garage rock, indie rock, alternative rock","0epOFNiUfyON9EYx7Tpr6V",77
"857","August 1, 2019 – August 4, 2019",2019,"Thursday","H.E.R.","T-Mobile",NA,"r&b","3Y7RZ31TRPVadSFVy1o8os",76
"858","August 1, 2019 – August 4, 2019",2019,"Thursday","RÜFÜS DU SOL","Bud Light",NA,NA,"5Pb27ujIyYb33zBqVysBkj",76
"859","August 1, 2019 – August 4, 2019",2019,"Thursday","FKJ","American Eagle",NA,NA,"2FwDTncULUnmANIh7qKa5z",70
"860","August 1, 2019 – August 4, 2019",2019,"Thursday","LAUREN DAIGLE","Tito's Handmade Vodka",NA,"christian, worship, ccm, pop worship","40LHVA5BTQp9RxHOQ9JPYj",70
"861","August 1, 2019 – August 4, 2019",2019,"Thursday","GHOSTEMANE","T-Mobile",NA,"dark trap, horrorcore, emo rap, cloud rap, rap metal, punk rap","3uL4UpqShC4p2x1dJutoRW",69
"862","August 1, 2019 – August 4, 2019",2019,"Thursday","NORMANI","Ryan Lockwood",NA,NA,"2cWZOOzeOm4WmBJRnD5R7I",69
"863","August 1, 2019 – August 4, 2019",2019,"Thursday","BEACH BUNNY","American Eagle",NA,NA,"2vnB6tuQMaQpORiRdvXF9H",68
"864","August 1, 2019 – August 4, 2019",2019,"Thursday","FITZ AND THE TANTRUMS","Bud Light",NA,NA,"4AcHt3JxKy59IX7JNNlZn4",68
"865","August 1, 2019 – August 4, 2019",2019,"Thursday","JEREMY ZUCKER","American Eagle",NA,NA,"3gIRvgZssIb9aiirIg0nI3",68
"866","August 1, 2019 – August 4, 2019",2019,"Thursday","YBN CORDAE","Bud Light",NA,NA,"0huGjMyP507tBCARyzSkrv",68
"867","August 1, 2019 – August 4, 2019",2019,"Thursday","DEORRO","Perry's",NA,"melbourne bounce, electro house","6VD4UEUPvtsemqD3mmTqCR",67
"868","August 1, 2019 – August 4, 2019",2019,"Thursday","SLANDER & SNAILS)","Perry's",NA,"melodic bass, edm, future bass, dubstep","20DZAfCuP1TKZl5KcY7z3Q",65
"869","August 1, 2019 – August 4, 2019",2019,"Thursday","KING PRINCESS","Ryan Lockwood",NA,NA,"6beUvFUlKliUYJdLOXNj9C",64
"870","August 1, 2019 – August 4, 2019",2019,"Thursday","SABA","American Eagle",NA,NA,"7Hjbimq43OgxaBRpFXic4x",64
"871","August 1, 2019 – August 4, 2019",2019,"Thursday","HALF ALIVE","American Eagle",NA,NA,"7sOR7gk6XUlGnxj3p9F54k",61
"872","August 1, 2019 – August 4, 2019",2019,"Thursday","LENNON STELLA","Bud Light",NA,NA,"1cZQSpDsxgKIX2yW5OR9Ot",61
"873","August 1, 2019 – August 4, 2019",2019,"Thursday","DUCKY (LIVE)","Perry's",NA,NA,"6I3MElirhT5t6Kf7p0hGk9",60
"874","August 1, 2019 – August 4, 2019",2019,"Thursday","SHALLOU","American Eagle",NA,"stutter house","7C3Cbtr2PkH2l4tOGhtCsk",60
"875","August 1, 2019 – August 4, 2019",2019,"Thursday","GUD VIBRATIONS VS SLUGZ MUSIC (NGHTMRE","Perry's",NA,"dubstep, edm, edm trap, future bass","76M2Ekj8bG8W7X2nbx2CpF",58
"876","August 1, 2019 – August 4, 2019",2019,"Thursday","HAYLEY KIYOKO","Ryan Lockwood",NA,NA,"3LjhVl7GzYsza1biQjTpaN",58
"877","August 1, 2019 – August 4, 2019",2019,"Thursday","ALEXANDER 23","BMI",NA,NA,"6sFHvCyqklnJpXC9Nh1aag",57
"878","August 1, 2019 – August 4, 2019",2019,"Thursday","CAUTIOUS CLAY","American Eagle",NA,NA,"6iWuBN32BqCJAeXW6o3nil",55
"879","August 1, 2019 – August 4, 2019",2019,"Thursday","DES ROCS","BMI",NA,NA,"2kO6mP0olFJGGh6kvUdNC8",55
"880","August 1, 2019 – August 4, 2019",2019,"Thursday","CLOZEE","Perry's",NA,NA,"1496XxkytEk26FUJLfpVZr",54
"881","August 1, 2019 – August 4, 2019",2019,"Thursday","SVDDEN DEATH","Perry's",NA,"riddim, dubstep, deathstep, bass music, edm, dub","2u01kCKA5wDvvztuH8lyT0",52
"882","August 1, 2019 – August 4, 2019",2019,"Thursday","HOBO JOHNSON & THE LOVEMAKERS","Tito's Handmade Vodka",NA,"spoken word","4maVD6NJFM9n1U8z0Vd262",51
"883","August 1, 2019 – August 4, 2019",2019,"Thursday","MAX FROST","T-Mobile",NA,NA,"7r8xR0LmnaAM623MmRDn1V",49
"884","August 1, 2019 – August 4, 2019",2019,"Thursday","MAX FROST","VIP Lolla Lounge",NA,NA,"7r8xR0LmnaAM623MmRDn1V",49
"885","August 1, 2019 – August 4, 2019",2019,"Thursday","KILLY","Ryan Lockwood",NA,NA,"0gCGZZ1Ibo5QsOnll977PD",48
"886","August 1, 2019 – August 4, 2019",2019,"Thursday","COUSIN STIZZ","Tito's Handmade Vodka",NA,NA,"0KpCz7V5XRkqKuM1JDf56O",47
"887","August 1, 2019 – August 4, 2019",2019,"Thursday","ELEPHANTE","Perry's",NA,"edm","3fjs4zbBFxEFFe8Wyojo0G",47
"888","August 1, 2019 – August 4, 2019",2019,"Thursday","EMILY KING","Tito's Handmade Vodka",NA,"pop soul","6jlWj6y00bMQt8XoKuCjyZ",47
"889","August 1, 2019 – August 4, 2019",2019,"Thursday","EMILY KING","VIP Lolla Lounge",NA,"pop soul","6jlWj6y00bMQt8XoKuCjyZ",47
"890","August 1, 2019 – August 4, 2019",2019,"Thursday","HARRY HUDSON","BMI",NA,NA,"3btNpz9NEJ8ml352B8S7Qr",44
"891","August 1, 2019 – August 4, 2019",2019,"Thursday","WIN AND WOO","Tito's Handmade Vodka",NA,NA,"2KPQ6PYAZapLEwMmkzbQxC",39
"892","August 1, 2019 – August 4, 2019",2019,"Thursday","AMA LOU","BMI",NA,NA,"4Yzt77yPpz5hJkBwBPTQ73",36
"893","August 1, 2019 – August 4, 2019",2019,"Thursday","GOTHBOICLIQUE","BMI",NA,"emo rap, cloud rap","5P798sMaycWbuAO8vxfLFK",35
"894","August 1, 2019 – August 4, 2019",2019,"Thursday","BAD CHILD","BMI",NA,NA,"7ayksoJ16I0E4Riftzvfaz",33
"895","August 1, 2019 – August 4, 2019",2019,"Thursday","WILLARIS. K","Perry's",NA,NA,"6ZHeg2Op5ZkNppXbNLSglj",33
"896","August 1, 2019 – August 4, 2019",2019,"Thursday","JACKIE FOSTER","American Eagle",NA,NA,"7jVBGlSwERQx85wRC0RNh0",12
"897","August 1, 2019 – August 4, 2019",2019,"Thursday","EVAN KONRAD","Ryan Lockwood",NA,NA,"1kbwbl2LLa2zBfnKQbvw6Y",7
"898","August 1, 2019 – August 4, 2019",2019,"Friday","21 SAVAGE","T-Mobile",NA,NA,"1URnnhqYAYcrqrcwql10ft",88
"899","August 1, 2019 – August 4, 2019",2019,"Friday","TAME IMPALA","Bud Light",1,"indie, psychedelic pop","5INjqkS1o8h1imAzPqGZBb",82
"900","August 1, 2019 – August 4, 2019",2019,"Friday","CHILDISH GAMBINO","T-Mobile",1,NA,"73sIBHcqh3Z3NyqHKZ7FOL",81
"901","August 1, 2019 – August 4, 2019",2019,"Friday","BRING ME THE HORIZON","American Eagle",NA,"metalcore, emo, screamo, rock, post-hardcore, metal","1Ffb6ejR6Fe5IamqA5oRUF",80
"902","August 1, 2019 – August 4, 2019",2019,"Friday","CONAN GRAY","Bud Light",NA,NA,"4Uc8Dsxct0oMqx0P6i60ea",80
"903","August 1, 2019 – August 4, 2019",2019,"Friday","NF","Ryan Lockwood",NA,"christian hip hop","6fOMl44jA4Sp5b9PpYCkzz",79
"904","August 1, 2019 – August 4, 2019",2019,"Friday","MUSIC FROM THE CAST OF HAMILTON","VIP Lolla Lounge",NA,"musicals","3UUJfRbrA2nTbcg4i0MOwu",77
"905","August 1, 2019 – August 4, 2019",2019,"Friday","ALESSO","Perry's",NA,"edm","4AVFqumd2ogHFlRbKIjp1t",76
"906","August 1, 2019 – August 4, 2019",2019,"Friday","ALEC BENJAMIN","American Eagle",NA,NA,"5IH6FPUwQTxPSXurCrcIov",75
"907","August 1, 2019 – August 4, 2019",2019,"Friday","OMAR APOLLO","Bud Light",NA,"bedroom pop","5FxD8fkQZ6KcsSYupDVoSO",70
"908","August 1, 2019 – August 4, 2019",2019,"Friday","MAGGIE ROGERS","Bud Light",NA,NA,"4NZvixzsSefsNiIqXn0NDe",69
"909","August 1, 2019 – August 4, 2019",2019,"Friday","JANELLE MONÁE","T-Mobile",NA,"alternative r&b","6ueGR6SWhUJfvEhqkvMsVs",68
"910","August 1, 2019 – August 4, 2019",2019,"Friday","CHEVELLE","Tito's Handmade Vodka",NA,"alternative metal, nu metal, post-grunge, hard rock","56dO9zeHKuU5Gvfc2kxHNw",67
"911","August 1, 2019 – August 4, 2019",2019,"Friday","NOTHING","BMI",NA,NA,"39VNwvlQTqE9SvgPjjnMpc",67
"912","August 1, 2019 – August 4, 2019",2019,"Friday","RICH THE KID","Ryan Lockwood",NA,"trap","1pPmIToKXyGdsCF6LmqLmI",67
"913","August 1, 2019 – August 4, 2019",2019,"Friday","WHETHAN","American Eagle",NA,NA,"0vqJkZ0RpLZixt3lTmD8vP",66
"914","August 1, 2019 – August 4, 2019",2019,"Friday","JAPANESE BREAKFAST","Tito's Handmade Vodka",NA,NA,"7MoIc5s9KXolCBH1fy9kkw",65
"915","August 1, 2019 – August 4, 2019",2019,"Friday","JAPANESE BREAKFAST","VIP Lolla Lounge",NA,NA,"7MoIc5s9KXolCBH1fy9kkw",65
"916","August 1, 2019 – August 4, 2019",2019,"Friday","AGAINST THE CURRENT","BMI",NA,"pop punk","6yhD1KjhLxIETFF7vIRf8B",64
"917","August 1, 2019 – August 4, 2019",2019,"Friday","BISHOP BRIGGS","American Eagle",NA,NA,"0yb46jwm7gqbZXVXZQ8Z1e",64
"918","August 1, 2019 – August 4, 2019",2019,"Friday","BISHOP BRIGGS","VIP Lolla Lounge",NA,NA,"0yb46jwm7gqbZXVXZQ8Z1e",64
"919","August 1, 2019 – August 4, 2019",2019,"Friday","HONNE","American Eagle",NA,NA,"0Vw76uk7P8yVtTClWyOhac",64
"920","August 1, 2019 – August 4, 2019",2019,"Friday","DEATH CAB FOR CUTIE","Bud Light",NA,NA,"0YrtvWJMgSdVrk3SfNjTbx",63
"921","August 1, 2019 – August 4, 2019",2019,"Friday","MATOMA","Perry's",NA,"tropical house","4YXycRbyyAE0wozTk7QMEq",63
"922","August 1, 2019 – August 4, 2019",2019,"Friday","IDLES","T-Mobile",NA,"post-punk, punk, noise rock","75mafsNqNE1WSEVxIKuY5C",60
"923","August 1, 2019 – August 4, 2019",2019,"Friday","BOY PABLO","Tito's Handmade Vodka",NA,"bedroom pop","7wbkl3zgDZEoZer357mVIw",58
"924","August 1, 2019 – August 4, 2019",2019,"Friday","PICTURE THIS","T-Mobile",NA,NA,"7jLSEPYCYQ5ssWU3BICqrW",58
"925","August 1, 2019 – August 4, 2019",2019,"Friday","SIGRID","Ryan Lockwood",NA,"norwegian pop","4TrraAsitQKl821DQY42cZ",58
"926","August 1, 2019 – August 4, 2019",2019,"Friday","BAYNK","Tito's Handmade Vodka",NA,NA,"28yVvEvA2lT3K5RNIhV1Dj",57
"927","August 1, 2019 – August 4, 2019",2019,"Friday","SAID THE SKY","Perry's",NA,"melodic bass, future bass, edm, chillstep","4LZ4De2MoO3lP6QaNCfvcu",57
"928","August 1, 2019 – August 4, 2019",2019,"Friday","SHAED","Ryan Lockwood",NA,NA,"3KwmxIhSe9UTSEF37kwngR",57
"929","August 1, 2019 – August 4, 2019",2019,"Friday","UPSAHL","BMI",NA,NA,"1294QqYm1VuxxjRiL9M0h9",57
"930","August 1, 2019 – August 4, 2019",2019,"Friday","TIERRA WHACK","American Eagle",NA,"alternative r&b","4lPl9gqgox3JDiaJ1yklKh",55
"931","August 1, 2019 – August 4, 2019",2019,"Friday","TYLA YAWEH","American Eagle",NA,"melodic rap","1MXZ0hsGic96dWRDKwAwdr",55
"932","August 1, 2019 – August 4, 2019",2019,"Friday","CALBOY","American Eagle",NA,"melodic rap","0HkcYmcjrBR3SCw9Ld5VZk",52
"933","August 1, 2019 – August 4, 2019",2019,"Friday","PARTY FAVOR","Perry's",NA,"edm trap","7yPPzu5UdAK7yagQqjEZQm",51
"934","August 1, 2019 – August 4, 2019",2019,"Friday","TESSA VIOLET","BMI",NA,NA,"5DD5GZd4ElmQTy9NleMvKJ",51
"935","August 1, 2019 – August 4, 2019",2019,"Friday","DREAMERS","Tito's Handmade Vodka",NA,NA,"1FgsVeOhRYuSw2ghkIXV0A",50
"936","August 1, 2019 – August 4, 2019",2019,"Friday","ROY BLAIR","BMI",NA,"bedroom pop","6Sa4YbwEdGlfVSJMF1Lp67",43
"937","August 1, 2019 – August 4, 2019",2019,"Friday","THE NUDE PARTY","Ryan Lockwood",NA,NA,"5BxtbtwwHXC3HA5kAn06sK",43
"938","August 1, 2019 – August 4, 2019",2019,"Friday","SNAILS","Perry's",NA,"dubstep, riddim, deathstep, bass music, edm","2yT7X3Gg2S51DHz67FAYL6",42
"939","August 1, 2019 – August 4, 2019",2019,"Friday","CHARLESTHEFIRST","Perry's",NA,"downtempo, bass music","2FTj5ijy8lP59d2V9dHR6I",39
"940","August 1, 2019 – August 4, 2019",2019,"Friday","YULTRON","Perry's",NA,NA,"3n2H1XlCyS1WQ0vyVUFEma",38
"941","August 1, 2019 – August 4, 2019",2019,"Friday","YOSHI FLOWER","American Eagle",NA,NA,"0rAt7V95LWbRPvWQFd21il",34
"942","August 1, 2019 – August 4, 2019",2019,"Friday","CRAY","Perry's",NA,NA,"7pylhrS9HpyWwbTtmEqg9K",32
"943","August 1, 2019 – August 4, 2019",2019,"Friday","THE NEW RESPECTS","BMI",NA,NA,"5lwtznzBlmVM2IhgrCWbT9",27
"944","August 1, 2019 – August 4, 2019",2019,"Friday","NOWHERE","BMI",NA,NA,"4G5DSEY5VSksP3DzBPQ9nm",5
"945","August 1, 2019 – August 4, 2019",2019,"Friday","SHLUMP","Perry's",NA,NA,"05U0piIjpHCLJ8VZGdi7VZ",0
"946","August 1, 2019 – August 4, 2019",2019,"Saturday","BAD SUNS","Bud Light",NA,"reggaeton, trap latino, latin, urbano latino","4q3ewBCX7sLwd24euuV69X",100
"947","August 1, 2019 – August 4, 2019",2019,"Saturday","BAD SUNS","VIP Lolla Lounge",NA,"reggaeton, trap latino, latin, urbano latino","4q3ewBCX7sLwd24euuV69X",100
"948","August 1, 2019 – August 4, 2019",2019,"Saturday","J BALVIN","Bud Light",1,"reggaeton, latin","1vyhD5VmyZ7KMfW5gqLgo5",89
"949","August 1, 2019 – August 4, 2019",2019,"Saturday","LIL WAYNE","T-Mobile",1,"rap, hip hop","55Aa2cqylxrFIXC767Z865",89
"950","August 1, 2019 – August 4, 2019",2019,"Saturday","GUNNA","American Eagle",NA,"melodic rap","2hlmm7s2ICUX0LVIhVFlZQ",87
"951","August 1, 2019 – August 4, 2019",2019,"Saturday","TWENTY ONE PILOTS","T-Mobile",1,NA,"3YQKmKGau1PzlVlkL1iodx",84
"952","August 1, 2019 – August 4, 2019",2019,"Saturday","ROLE MODEL","BMI",NA,"bedroom pop","1dy5WNgIKQU6ezkpZs4y8z",75
"953","August 1, 2019 – August 4, 2019",2019,"Saturday","SAM FENDER","Bud Light",NA,NA,"6zlR5ttMfMNmwf2lecU9Cc",75
"954","August 1, 2019 – August 4, 2019",2019,"Saturday","JONAS BLUE","Perry's",NA,"tropical house","1HBjj22wzbscIZ9sEb5dyf",74
"955","August 1, 2019 – August 4, 2019",2019,"Saturday","MEN I TRUST","Ryan Lockwood",NA,"bedroom pop, indie pop","3zmfs9cQwzJl575W1ZYXeT",74
"956","August 1, 2019 – August 4, 2019",2019,"Saturday","6LACK","Bud Light",NA,NA,"4IVAbR2w4JJNJDDRFP3E83",73
"957","August 1, 2019 – August 4, 2019",2019,"Saturday","AJR","Tito's Handmade Vodka",NA,NA,"6s22t5Y3prQHyaHWUN1R1C",73
"958","August 1, 2019 – August 4, 2019",2019,"Saturday","COI LERAY","BMI",NA,NA,"6AMd49uBDJfhf30Ak2QR5s",70
"959","August 1, 2019 – August 4, 2019",2019,"Saturday","GRYFFIN","Perry's",NA,"edm, melodic bass","2ZRQcIgzPCVaT9XKhXZIzh",69
"960","August 1, 2019 – August 4, 2019",2019,"Saturday","LIL SKIES","Ryan Lockwood",NA,"melodic rap","7d3WFRME3vBY2cgoP38RDo",68
"961","August 1, 2019 – August 4, 2019",2019,"Saturday","SMINO","Tito's Handmade Vodka",NA,NA,"1ybINI1qPiFbwDXamRtwxD",68
"962","August 1, 2019 – August 4, 2019",2019,"Saturday","LOUD LUXURY","Perry's",NA,NA,"6t1gpxYbY8OlLA7D2RiikQ",67
"963","August 1, 2019 – August 4, 2019",2019,"Saturday","BEA MILLER","American Eagle",NA,NA,"1o2NpYGqHiCq7FoiYdyd1x",66
"964","August 1, 2019 – August 4, 2019",2019,"Saturday","CHELSEA CUTLER","American Eagle",NA,NA,"5JMLG56F1X5mFmWNmS0iAp",65
"965","August 1, 2019 – August 4, 2019",2019,"Saturday","PINK SWEATS","American Eagle",NA,NA,"1W7FNibLa0O0b572tB2w7t",65
"966","August 1, 2019 – August 4, 2019",2019,"Saturday","TENACIOUS D","Bud Light",NA,"comedy","1XpDYCrUJnvCo9Ez6yeMWh",62
"967","August 1, 2019 – August 4, 2019",2019,"Saturday","WITT LOWRY","BMI",NA,NA,"5ghnxpW47ojtLHHyTLdxdY",59
"968","August 1, 2019 – August 4, 2019",2019,"Saturday","THE BAND CAMINO","T-Mobile",NA,NA,"6d4jrmreCmsenscuieJERc",58
"969","August 1, 2019 – August 4, 2019",2019,"Saturday","GARY CLARK JR.","T-Mobile",NA,"modern blues, blues rock, blues, soul blues","01aC2ikO4Xgb2LUpf9JfKp",57
"970","August 1, 2019 – August 4, 2019",2019,"Saturday","MADEON","American Eagle",NA,"edm, french house","4pb4rqWSoGUgxm63xmJ8xc",56
"971","August 1, 2019 – August 4, 2019",2019,"Saturday","JUDAH & THE LION","Ryan Lockwood",NA,"folk pop, christian folk","3wWtfT7S2uVJJ3hGZlOLkZ",55
"972","August 1, 2019 – August 4, 2019",2019,"Saturday","MAGIC CITY HIPPIES","Tito's Handmade Vodka",NA,NA,"1ikg4sypcURm8Vy5GP68xb",54
"973","August 1, 2019 – August 4, 2019",2019,"Saturday","JADE BIRD","American Eagle",NA,NA,"6SbeFWzBZaVOHOmteyX5Cm",52
"974","August 1, 2019 – August 4, 2019",2019,"Saturday","YAEJI","American Eagle",NA,NA,"2RqrWplViWHSGLzlhmDcbt",52
"975","August 1, 2019 – August 4, 2019",2019,"Saturday","WHIPPED CREAM","Perry's",NA,NA,"5CMaNobmJYgXcfiT0zYOwi",51
"976","August 1, 2019 – August 4, 2019",2019,"Saturday","FANTASTIC NEGRITO","Tito's Handmade Vodka",NA,"modern blues, roots rock, blues rock, blues, gothic country","5QXLMdpKeByOo5ypH9gT13",48
"977","August 1, 2019 – August 4, 2019",2019,"Saturday","BOOMBOX CARTEL","Perry's",NA,"future bass, edm trap, edm, dubstep","4m1yRHUMhvB8gKAJTjK4kO",47
"978","August 1, 2019 – August 4, 2019",2019,"Saturday","RUSTON KELLY","BMI",NA,"americana","5zuqnTZOeJzI0N0yQ7XA7I",47
"979","August 1, 2019 – August 4, 2019",2019,"Saturday","RUSTON KELLY","VIP Lolla Lounge",NA,"americana","5zuqnTZOeJzI0N0yQ7XA7I",47
"980","August 1, 2019 – August 4, 2019",2019,"Saturday","MONDO COZMO","T-Mobile",NA,NA,"7ybnRZKtRbWQzJfKyYSyh6",43
"981","August 1, 2019 – August 4, 2019",2019,"Saturday","SCARYPOOLPARTY","Ryan Lockwood",NA,NA,"6nnETPmZS7rdAwzBLhMPXn",43
"982","August 1, 2019 – August 4, 2019",2019,"Saturday","WAVEDASH","Perry's",NA,"dubstep, future bass","1SlTeYo2NYg93bGqlQYkwE",38
"983","August 1, 2019 – August 4, 2019",2019,"Saturday","HOUSES","Ryan Lockwood",NA,"chillwave","648kpaANsUr1HABoE4mkPw",37
"984","August 1, 2019 – August 4, 2019",2019,"Saturday","DIABLO","Perry's",NA,"argentine trap","38cfgJjmUEknY8JKyFBipW",36
"985","August 1, 2019 – August 4, 2019",2019,"Saturday","LIILY","BMI",NA,NA,"2asx6eXv9qzj5rA0ESrdO3",35
"986","August 1, 2019 – August 4, 2019",2019,"Saturday","AGE.SEX.LOCATION","American Eagle",NA,NA,"2XxgHIPXNgHGbvtBBGZrKm",31
"987","August 1, 2019 – August 4, 2019",2019,"Saturday","LUCAS DELL'ABATE","Perry's",NA,NA,"5bgAHbDkNceLzoE0bFMeVr",29
"988","August 1, 2019 – August 4, 2019",2019,"Saturday","SLOW HOLLOWS","American Eagle",NA,NA,"7qME2V5vIIPqIKCpzxQMPz",29
"989","August 1, 2019 – August 4, 2019",2019,"Saturday","RUSSO","BMI",NA,NA,"6Mfjtc3UXUxyuNvyVHSIiH",10
"990","August 1, 2019 – August 4, 2019",2019,"Saturday","CRIZZLY","Tito's Handmade Vodka",NA,NA,"1wHXzAQ88zlpdB7jwwAxKR",0
"991","August 1, 2019 – August 4, 2019",2019,"Saturday","","Perry's",NA,"NA",NA,NA
"992","August 1, 2019 – August 4, 2019",2019,"Sunday","ARIANA GRANDE","T-Mobile",1,"pop","66CXWjxzNUsdJxJ2JdwvnR",94
"993","August 1, 2019 – August 4, 2019",2019,"Sunday","MITSKI","American Eagle",NA,NA,"2uYWxilOVlUdk4oV9DvwqK",82
"994","August 1, 2019 – August 4, 2019",2019,"Sunday","JOJI","Ryan Lockwood",NA,NA,"3MZsBdqDrRTJihTHQrO6Dq",79
"995","August 1, 2019 – August 4, 2019",2019,"Sunday","DEAN LEWIS","Bud Light",NA,NA,"3QSQFmccmX81fWCUSPTS7y",78
"996","August 1, 2019 – August 4, 2019",2019,"Sunday","ROSALÍA","Tito's Handmade Vodka",NA,"latin","7ltDVBr6mKbRvohxheJ9h1",78
"997","August 1, 2019 – August 4, 2019",2019,"Sunday","(SANDY) ALEX G","Ryan Lockwood",NA,NA,"6lcwlkAjBPSKnFBZjjZFJs",77
"998","August 1, 2019 – August 4, 2019",2019,"Sunday","J.I.D","T-Mobile",NA,NA,"6U3ybJ9UHNKEdsH7ktGBZ7",76
"999","August 1, 2019 – August 4, 2019",2019,"Sunday","KACEY MUSGRAVES","T-Mobile",1,NA,"70kkdajctXSbqSMJbQO424",75
"1000","August 1, 2019 – August 4, 2019",2019,"Sunday","MEEK MILL","Bud Light",NA,"rap","20sxb77xiYeusSH8cVdatc",75
"1001","August 1, 2019 – August 4, 2019",2019,"Sunday","DENZEL CURRY","American Eagle",NA,"punk rap","6fxyWrfmjcbj5d12gXeiNV",73
"1002","August 1, 2019 – August 4, 2019",2019,"Sunday","FLUME","Bud Light",1,"future bass","6nxWCVXbOlEVRexSbLsTer",72
